FBgn_ID	Gene_Symbol	FBtr_ID	FBpp_ID
FBgn0037700	CG8149	FBtr0082061	FBpp0081539
FBgn0267790	rump	FBtr0082123	FBpp0081601
FBgn0003205	Ras85D	FBtr0082122	FBpp0081600
FBgn0014022	Rlb1	FBtr0082062	FBpp0081540
FBgn0014023	mRpL47	FBtr0082121	FBpp0081599
FBgn0037702	Sgip1	FBtr0334650	FBpp0306712
FBgn0037703	Kdm3	FBtr0082063	FBpp0081541
FBgn0000244	by	FBtr0082119	FBpp0081597
FBgn0037705	mura	FBtr0082116	FBpp0081594
FBgn0037707	RnpS1	FBtr0082066	FBpp0081544
FBgn0037708	CG9386	FBtr0082115	FBpp0081593
FBgn0037709	Bckdha	FBtr0082067	FBpp0081545
FBgn0024833	AP-1mu	FBtr0082114	FBpp0081592
FBgn0027950	MBD-like	FBtr0082068	FBpp0081546
FBgn0037710	CG9393	FBtr0082113	FBpp0081591
FBgn0261049	Vps45	FBtr0082070	FBpp0081548
FBgn0037712	CG16789	FBtr0082071	FBpp0081549
FBgn0037713	CG16790	FBtr0082112	FBpp0081590
FBgn0037714	Mpc2b	FBtr0082111	FBpp0081589
FBgn0037715	Mpc2a	FBtr0334657	FBpp0306719
FBgn0027338	Kap-alpha3	FBtr0082107	FBpp0081585
FBgn0037716	Son	FBtr0082072	FBpp0081550
FBgn0037717	CG8301	FBtr0082073	FBpp0081551
FBgn0053654	CG33654	FBtr0091633	FBpp0090991
FBgn0037718	P58IPK	FBtr0082074	FBpp0081552
FBgn0037719	bocks	FBtr0082105	FBpp0099981
FBgn0037720	CG8312	FBtr0082075	FBpp0081553
FBgn0037721	CG9427	FBtr0334619	FBpp0306686
FBgn0037722	CG8319	FBtr0082077	FBpp0081555
FBgn0005585	Calr	FBtr0334618	FBpp0306685
FBgn0037723	SpdS	FBtr0082078	FBpp0081556
FBgn0003334	Scm	FBtr0082102	FBpp0081580
FBgn0012344	Dh44	FBtr0082080	FBpp0081558
FBgn0037724	Fst	FBtr0082101	FBpp0081579
FBgn0287844	Dhc1	FBtr0309029	FBpp0301058
FBgn0037727	Nepl12	FBtr0082081	FBpp0081559
FBgn0037728	cPges	FBtr0082082	FBpp0081560
FBgn0028997	nmdyn-D7	FBtr0082083	FBpp0081561
FBgn0037730	CG9444	FBtr0333194	FBpp0305396
FBgn0069242	eca	FBtr0082098	FBpp0081576
FBgn0037731	CG18542	FBtr0082084	FBpp0081562
FBgn0260463	Unc-115b	FBtr0303039	FBpp0292158
FBgn0053105	p24-2	FBtr0303038	FBpp0292157
FBgn0052939	CG32939	FBtr0082085	FBpp0081563
FBgn0051352	Unc-115a	FBtr0339597	FBpp0308669
FBgn0037734	trbd	FBtr0082091	FBpp0081569
FBgn0278604	dmt	FBtr0082086	FBpp0081564
FBgn0002431	hyd	FBtr0082090	FBpp0081568
FBgn0262477	FoxP	FBtr0304869	FBpp0293409
FBgn0003886	alphaTub85E	FBtr0082087	FBpp0081565
FBgn0037736	side-VII	FBtr0331695	FBpp0304084
FBgn0037737	Pnn	FBtr0113210	FBpp0112122
FBgn0085438	CG34409	FBtr0331694	FBpp0304083
FBgn0051415	CG31415	FBtr0082127	FBpp0081605
FBgn0037739	CG12948	FBtr0345176	FBpp0311385
FBgn0005777	PpD3	FBtr0082128	FBpp0081606
FBgn0037741	Tti1	FBtr0082166	FBpp0081644
FBgn0037742	Rpt3R	FBtr0332172	FBpp0304481
FBgn0037743	Alg12	FBtr0082130	FBpp0081608
FBgn0286506	Mpi	FBtr0082131	FBpp0081609
FBgn0266720	Snap24	FBtr0082163	FBpp0081641
FBgn0037746	CG8478	FBtr0082133	FBpp0081611
FBgn0024330	MED6	FBtr0082161	FBpp0081639
FBgn0037747	Naa80	FBtr0082134	FBpp0081612
FBgn0037749	CG9471	FBtr0082160	FBpp0081638
FBgn0037750	Whamy	FBtr0082159	FBpp0081637
FBgn0037751	topi	FBtr0082135	FBpp0081613
FBgn0261599	RpS29	FBtr0334681	FBpp0306740
FBgn0037753	CG12947	FBtr0113213	FBpp0112125
FBgn0002868	MtnA	FBtr0334686	FBpp0306744
FBgn0037754	CG8500	FBtr0082139	FBpp0081617
FBgn0037755	CG12945	FBtr0347361	FBpp0312541
FBgn0037756	CG8507	FBtr0082140	FBpp0081618
FBgn0037757	CG8516	FBtr0082141	FBpp0081619
FBgn0037758	CG9467	FBtr0082156	FBpp0081634
FBgn0037759	CG8526	FBtr0082142	FBpp0081620
FBgn0037760	FBXO11	FBtr0334684	FBpp0306742
FBgn0037761	CG8534	FBtr0082143	FBpp0081621
FBgn0037762	eloF	FBtr0082144	FBpp0081622
FBgn0037763	CG16904	FBtr0082154	FBpp0081632
FBgn0037764	CG9459	FBtr0082153	FBpp0081631
FBgn0037765	CG9458	FBtr0082152	FBpp0081630
FBgn0262104	CG42857	FBtr0304028	FBpp0292996
FBgn0085331	CG34302	FBtr0301078	FBpp0290300
FBgn0037766	Teh1	FBtr0082151	FBpp0081629
FBgn0267336	Glut4EF	FBtr0333686	FBpp0305839
FBgn0287598	CG46467	FBtr0479941	FBpp0428273
FBgn0037770	Art4	FBtr0333687	FBpp0305840
FBgn0045473	Gr85a	FBtr0082216	FBpp0081694
FBgn0037772	Spn85F	FBtr0082171	FBpp0081649
FBgn0037773	CG5359	FBtr0082215	FBpp0081693
FBgn0053208	Mical	FBtr0082207	FBpp0081685
FBgn0051407	CG31407	FBtr0344336	FBpp0310718
FBgn0027524	Ski8	FBtr0082172	FBpp0081650
FBgn0037777	NdufAF4	FBtr0082205	FBpp0081683
FBgn0037778	mtTFB2	FBtr0082173	FBpp0081651
FBgn0037779	CG12811	FBtr0082204	FBpp0081682
FBgn0037780	ohgt	FBtr0082174	FBpp0081652
FBgn0037781	Fancl	FBtr0082203	FBpp0081681
FBgn0051410	Npc2e	FBtr0273369	FBpp0271877
FBgn0037782	Npc2d	FBtr0082202	FBpp0081680
FBgn0037783	Npc2c	FBtr0082176	FBpp0081654
FBgn0053630	CG33630	FBtr0091607	FBpp0090979
FBgn0053631	CG33631	FBtr0091608	FBpp0090980
FBgn0053783	CG33783	FBtr0091784	FBpp0091042
FBgn0053784	CG33784	FBtr0091785	FBpp0091043
FBgn0041105	nerfin-2	FBtr0082177	FBpp0081655
FBgn0037786	Alp13	FBtr0309853	FBpp0301587
FBgn0028734	Fmr1	FBtr0082198	FBpp0081676
FBgn0037788	CAH7	FBtr0344392	FBpp0310765
FBgn0266721	gammaSnap2	FBtr0082195	FBpp0081673
FBgn0051477	ATPsynepsilonL	FBtr0113408	FBpp0112320
FBgn0001321	knk	FBtr0082194	FBpp0081672
FBgn0004889	tws	FBtr0082186	FBpp0081664
FBgn0037792	TAF1B	FBtr0333825	FBpp0305959
FBgn0261817	CG42759	FBtr0303304	FBpp0292394
FBgn0086359	Invadolysin	FBtr0082181	FBpp0081659
FBgn0085332	CG34303	FBtr0473610	FBpp0423073
FBgn0037794	CG6254	FBtr0082184	FBpp0081662
FBgn0040238	Best1	FBtr0114590	FBpp0113082
FBgn0037796	CG12814	FBtr0110786	FBpp0110083
FBgn0004575	Syn	FBtr0089475	FBpp0088481
FBgn0025879	Timp	FBtr0082245	FBpp0081722
FBgn0037797	CG12420	FBtr0082222	FBpp0081700
FBgn0037798	CG12817	FBtr0110952	FBpp0110252
FBgn0083943	CG34107	FBtr0110787	FBpp0110084
FBgn0261928	blobby	FBtr0332437	FBpp0304710
FBgn0037801	Gldc	FBtr0082225	FBpp0081703
FBgn0037802	Sirt6	FBtr0305358	FBpp0293897
FBgn0040078	pont	FBtr0082226	FBpp0081704
FBgn0262617	Nuak	FBtr0337050	FBpp0307979
FBgn0037807	CG6293	FBtr0337051	FBpp0307980
FBgn0266717	Bruce	FBtr0082239	FBpp0081717
FBgn0037809	CG12818	FBtr0082230	FBpp0081708
FBgn0037810	sle	FBtr0082231	FBpp0081709
FBgn0037811	CG12592	FBtr0082233	FBpp0081711
FBgn0037812	CG18545	FBtr0082234	FBpp0081712
FBgn0051406	CG31406	FBtr0082236	FBpp0081714
FBgn0015396	jumu	FBtr0082237	FBpp0081715
FBgn0020379	Rfx	FBtr0305995	FBpp0297137
FBgn0259938	cwo	FBtr0082246	FBpp0081723
FBgn0045443	mthl11	FBtr0332552	FBpp0304810
FBgn0037814	CG6325	FBtr0082260	FBpp0081737
FBgn0024957	Irp-1B	FBtr0082259	FBpp0081736
FBgn0037815	Rrp46	FBtr0082248	FBpp0081725
FBgn0037816	CG6345	FBtr0082258	FBpp0081735
FBgn0278600	CG46270	FBtr0415454	FBpp0373668
FBgn0037817	Cyp12e1	FBtr0301283	FBpp0290498
FBgn0001235	hth	FBtr0082255	FBpp0081732
FBgn0037818	CG6465	FBtr0082323	FBpp0081799
FBgn0037819	Phyhd1	FBtr0113215	FBpp0112127
FBgn0262717	Skel	FBtr0305664	FBpp0296944
FBgn0020385	pug	FBtr0082264	FBpp0081741
FBgn0037822	CG14683	FBtr0082267	FBpp0081744
FBgn0287589	CG46459	FBtr0479861	FBpp0428197
FBgn0051391	CG31391	FBtr0082321	FBpp0081797
FBgn0051467	CG31467	FBtr0082320	FBpp0081796
FBgn0037824	CG14684	FBtr0082268	FBpp0081745
FBgn0051278	CG31278	FBtr0082319	FBpp0081795
FBgn0051373	CG31373	FBtr0082318	FBpp0081794
FBgn0037826	CG14689	FBtr0082317	FBpp0081793
FBgn0037827	CG4073	FBtr0082269	FBpp0081746
FBgn0037828	tomboy20	FBtr0082316	FBpp0081792
FBgn0004841	TkR86C	FBtr0112789	FBpp0111701
FBgn0037829	CG14691	FBtr0082313	FBpp0081789
FBgn0051272	CG31272	FBtr0082312	FBpp0081788
FBgn0051390	MED7	FBtr0082311	FBpp0081787
FBgn0037831	Cap-H2	FBtr0301310	FBpp0290525
FBgn0010421	TfIIFbeta	FBtr0082310	FBpp0081786
FBgn0266446	CG45076	FBtr0344442	FBpp0310814
FBgn0266451	fau	FBtr0344444	FBpp0310816
FBgn0266448	CG45078	FBtr0344445	FBpp0310817
FBgn0037832	Desi	FBtr0082274	FBpp0081751
FBgn0261356	CG42633	FBtr0302274	FBpp0291480
FBgn0261380	mRpL37	FBtr0302273	FBpp0291479
FBgn0260944	Rbp1	FBtr0082275	FBpp0081752
FBgn0037834	Art1	FBtr0082304	FBpp0081780
FBgn0017577	Mcm5	FBtr0082279	FBpp0081756
FBgn0037835	CG14687	FBtr0082280	FBpp0081757
FBgn0037836	CG14692	FBtr0347183	FBpp0312494
FBgn0037837	CG14693	FBtr0300078	FBpp0289355
FBgn0037838	TTLL15	FBtr0082281	FBpp0081758
FBgn0261053	Cad86C	FBtr0301933	FBpp0291145
FBgn0259740	CG42394	FBtr0304667	FBpp0293209
FBgn0037841	CG4565	FBtr0113216	FBpp0112128
FBgn0037842	CG6567	FBtr0113217	FBpp0112129
FBgn0037843	PhLP3	FBtr0082286	FBpp0081763
FBgn0037844	CG4570	FBtr0082287	FBpp0081764
FBgn0037845	CG14694	FBtr0082298	FBpp0081774
FBgn0037846	CG6574	FBtr0082297	FBpp0081773
FBgn0267376	SelR	FBtr0082291	FBpp0081768
FBgn0037848	Tsp86D	FBtr0082288	FBpp0081765
FBgn0011768	Fdh	FBtr0082290	FBpp0081767
FBgn0037849	CG4596	FBtr0082289	FBpp0081766
FBgn0022359	Sord2	FBtr0082324	FBpp0081800
FBgn0037850	CG14695	FBtr0082335	FBpp0081811
FBgn0037852	Tpc1	FBtr0082333	FBpp0081809
FBgn0037853	CG14696	FBtr0082332	FBpp0081808
FBgn0037856	Leash	FBtr0082325	FBpp0081801
FBgn0042094	Ak3	FBtr0339378	FBpp0308469
FBgn0037855	CG6621	FBtr0082329	FBpp0081805
FBgn0037857	Tengl4	FBtr0082326	FBpp0081802
FBgn0083950	side-VI	FBtr0110808	FBpp0110105
FBgn0263403	CG43449	FBtr0309183	FBpp0301137
FBgn0037860	SdhCL	FBtr0082380	FBpp0081856
FBgn0040256	Ugt35C1	FBtr0113321	FBpp0112233
FBgn0037862	mAcon2	FBtr0082336	FBpp0081812
FBgn0261291	CheA86a	FBtr0091686	FBpp0091011
FBgn0040251	Ugt302K1	FBtr0346101	FBpp0311934
FBgn0040257	Ugt302E1	FBtr0082337	FBpp0081813
FBgn0040259	Ugt302C1	FBtr0082338	FBpp0081814
FBgn0027584	CG4757	FBtr0335216	FBpp0307203
FBgn0040253	Ugt35E1	FBtr0308027	FBpp0300388
FBgn0040255	Ugt35E2	FBtr0082376	FBpp0081852
FBgn0026314	Ugt35B1	FBtr0082375	FBpp0081851
FBgn0026315	Ugt35A1	FBtr0082374	FBpp0081850
FBgn0040250	Ugt304A1	FBtr0082373	FBpp0081849
FBgn0040252	Ugt303A1	FBtr0335217	FBpp0307204
FBgn0037870	CG18577	FBtr0082341	FBpp0081817
FBgn0261808	cu	FBtr0335218	FBpp0307205
FBgn0037873	SdhC	FBtr0335221	FBpp0307208
FBgn0037874	Tctp	FBtr0347181	FBpp0312492
FBgn0037875	ZnT86D	FBtr0082371	FBpp0081847
FBgn0086472	RpS25	FBtr0082369	FBpp0081845
FBgn0037876	CG4820	FBtr0113221	FBpp0112133
FBgn0037877	CG6689	FBtr0082368	FBpp0081844
FBgn0037878	CG6693	FBtr0082367	FBpp0081843
FBgn0020910	RpL3	FBtr0336783	FBpp0307759
FBgn0037879	scpr-C	FBtr0346098	FBpp0311931
FBgn0037880	CG17726	FBtr0082352	FBpp0081828
FBgn0037881	GCC88	FBtr0082366	FBpp0081842
FBgn0037882	CG17187	FBtr0082365	FBpp0081841
FBgn0037883	Dph3	FBtr0082353	FBpp0081829
FBgn0037884	Arfip	FBtr0082364	FBpp0081840
FBgn0037885	CG17721	FBtr0082354	FBpp0081830
FBgn0051441	CG31441	FBtr0082355	FBpp0081831
FBgn0051388	CG31388	FBtr0082356	FBpp0081832
FBgn0037888	scpr-B	FBtr0082362	FBpp0081838
FBgn0037889	scpr-A	FBtr0082357	FBpp0081833
FBgn0037890	CG17734	FBtr0082360	FBpp0081836
FBgn0037891	Dlst	FBtr0082358	FBpp0081834
FBgn0004595	pros	FBtr0304604	FBpp0293146
FBgn0026064	KP78a	FBtr0301426	FBpp0290641
FBgn0026063	KP78b	FBtr0301427	FBpp0290642
FBgn0037892	mRpL40	FBtr0082384	FBpp0081860
FBgn0264694	mgr	FBtr0082406	FBpp0081882
FBgn0011774	Irbp	FBtr0082385	FBpp0081861
FBgn0037894	Ipo9	FBtr0082386	FBpp0081862
FBgn0037895	bumpel	FBtr0082405	FBpp0081881
FBgn0267236	CG45676	FBtr0346409	FBpp0312083
FBgn0037896	ninaG	FBtr0082404	FBpp0081880
FBgn0037897	Sptz	FBtr0082387	FBpp0081863
FBgn0037898	Dtd	FBtr0300901	FBpp0290123
FBgn0037899	RpL24-like	FBtr0082403	FBpp0081879
FBgn0037900	CG5276	FBtr0082390	FBpp0081866
FBgn0037901	Exd2	FBtr0082402	FBpp0081878
FBgn0037902	CG5281	FBtr0082391	FBpp0081867
FBgn0051374	sals	FBtr0306100	FBpp0297237
FBgn0046225	CG17230	FBtr0082392	FBpp0081868
FBgn0037906	PGRP-LB	FBtr0306097	FBpp0297234
FBgn0037908	dpr5	FBtr0082394	FBpp0081870
FBgn0053512	dpr4	FBtr0300491	FBpp0289718
FBgn0037910	CG14708	FBtr0082409	FBpp0081885
FBgn0037911	CG10898	FBtr0082410	FBpp0081886
FBgn0037913	fabp	FBtr0100323	FBpp0099728
FBgn0037912	sea	FBtr0100464	FBpp0099890
FBgn0263316	Mrp4	FBtr0302027	FBpp0291237
FBgn0037915	CG6790	FBtr0082460	FBpp0081936
FBgn0037916	CG5342	FBtr0301159	FBpp0290382
FBgn0037917	wkd	FBtr0082413	FBpp0081889
FBgn0037918	CG6791	FBtr0082459	FBpp0081935
FBgn0051363	Jupiter	FBtr0082452	FBpp0081928
FBgn0037920	CG14710	FBtr0299566	FBpp0288841
FBgn0037921	Zaf1	FBtr0082451	FBpp0081927
FBgn0037922	CG14711	FBtr0082416	FBpp0081892
FBgn0037923	CG6813	FBtr0345158	FBpp0311369
FBgn0042205	CG18764	FBtr0082417	FBpp0081893
FBgn0037924	CG14712	FBtr0082418	FBpp0081894
FBgn0262081	Csk	FBtr0300547	FBpp0289774
FBgn0037926	Elp1	FBtr0335448	FBpp0307426
FBgn0259227	CG42327	FBtr0299789	FBpp0289067
FBgn0037930	CG14715	FBtr0082423	FBpp0081899
FBgn0037931	CG18476	FBtr0082443	FBpp0081919
FBgn0011290	Taf12	FBtr0082440	FBpp0081916
FBgn0037933	Ho	FBtr0082424	FBpp0081900
FBgn0037934	CG6830	FBtr0082439	FBpp0081915
FBgn0037935	CG6834	FBtr0082438	FBpp0081914
FBgn0037936	CG6908	FBtr0082437	FBpp0081913
FBgn0042110	CG18765	FBtr0113346	FBpp0112258
FBgn0037937	Fer3	FBtr0082435	FBpp0081911
FBgn0265271	CG14717	FBtr0335209	FBpp0307196
FBgn0037939	CG14718	FBtr0082426	FBpp0081902
FBgn0025821	I-t	FBtr0082427	FBpp0081903
FBgn0037940	CG14720	FBtr0473586	FBpp0423049
FBgn0037941	CG12594	FBtr0082429	FBpp0081905
FBgn0037942	CG14721	FBtr0082430	FBpp0081906
FBgn0002906	Blm	FBtr0082434	FBpp0081910
FBgn0037943	CG14722	FBtr0082431	FBpp0081907
FBgn0037944	CG6923	FBtr0307892	FBpp0300326
FBgn0262364	CG43062	FBtr0304646	FBpp0293188
FBgn0017581	Lk6	FBtr0082534	FBpp0082008
FBgn0265276	l(3)neo38	FBtr0110876	FBpp0110176
FBgn0037949	prd1	FBtr0082531	FBpp0082005
FBgn0037950	HisCl1	FBtr0082470	FBpp0081946
FBgn0025802	Sbf	FBtr0082529	FBpp0082003
FBgn0051116	ClC-a	FBtr0300622	FBpp0289849
FBgn0259139	glo	FBtr0089918	FBpp0088857
FBgn0019624	COX5A	FBtr0082473	FBpp0081947
FBgn0037955	Kyat	FBtr0082519	FBpp0081993
FBgn0037956	CG6959	FBtr0082517	FBpp0081991
FBgn0003312	sad	FBtr0082475	FBpp0081949
FBgn0037958	CG6962	FBtr0082516	FBpp0081990
FBgn0051368	salsa	FBtr0301041	FBpp0290263
FBgn0037960	mthl5	FBtr0082515	FBpp0081989
FBgn0037962	Dnali1	FBtr0082514	FBpp0081988
FBgn0037963	Cad87A	FBtr0082513	FBpp0081987
FBgn0085336	CG34307	FBtr0301079	FBpp0290301
FBgn0037964	CG14731	FBtr0082478	FBpp0081952
FBgn0051211	CG31211	FBtr0082479	FBpp0081953
FBgn0013275	Hsp70Aa	FBtr0082512	FBpp0081986
FBgn0013276	Hsp70Ab	FBtr0082482	FBpp0081956
FBgn0260741	CG3281	FBtr0082511	FBpp0081985
FBgn0000147	aurA	FBtr0082483	FBpp0081957
FBgn0260742	CG12213	FBtr0334155	FBpp0306272
FBgn0260743	GC1	FBtr0334153	FBpp0306270
FBgn0260744	Tango9	FBtr0347147	FBpp0312478
FBgn0037970	GC2	FBtr0082485	FBpp0081959
FBgn0037972	CG10005	FBtr0082507	FBpp0081981
FBgn0037973	CG18547	FBtr0082506	FBpp0081980
FBgn0037974	CG12224	FBtr0475135	FBpp0423282
FBgn0037975	CG3397	FBtr0082504	FBpp0081978
FBgn0260745	mfas	FBtr0082489	FBpp0081963
FBgn0037976	Tk	FBtr0335435	FBpp0307416
FBgn0260746	Ect3	FBtr0082487	FBpp0081961
FBgn0037978	KLHL18	FBtr0335434	FBpp0307415
FBgn0037979	GCC185	FBtr0113224	FBpp0112136
FBgn0037980	DCAF12	FBtr0335433	FBpp0307414
FBgn0037981	Spt3	FBtr0082537	FBpp0082011
FBgn0051358	CG31358	FBtr0339640	FBpp0308702
FBgn0260231	CG42505	FBtr0300638	FBpp0289863
FBgn0260230	CG42504	FBtr0300639	FBpp0289864
FBgn0037985	ssp5	FBtr0082538	FBpp0082012
FBgn0037986	CG14736	FBtr0301723	FBpp0290937
FBgn0037987	CG14739	FBtr0082553	FBpp0082026
FBgn0037988	Cs2	FBtr0082552	FBpp0082025
FBgn0037989	ATP8B	FBtr0307015	FBpp0297858
FBgn0051361	dpr17	FBtr0082542	FBpp0082016
FBgn0037992	CG4702	FBtr0082550	FBpp0082023
FBgn0037993	dpr15	FBtr0082549	FBpp0082022
FBgn0261714	Cpn	FBtr0082547	FBpp0082020
FBgn0037994	eIF3d2	FBtr0082546	FBpp0082019
FBgn0263404	CG43450	FBtr0309189	FBpp0301138
FBgn0037995	Adk1	FBtr0082545	FBpp0082018
FBgn0037996	Acsx5	FBtr0082625	FBpp0082094
FBgn0037998	Cog1	FBtr0334597	FBpp0306664
FBgn0037997	CG14742	FBtr0306051	FBpp0297193
FBgn0037999	CG4860	FBtr0082623	FBpp0082092
FBgn0038000	Rsbp15	FBtr0082559	FBpp0082031
FBgn0038001	CG17404	FBtr0302311	FBpp0291517
FBgn0038002	CG12256	FBtr0082621	FBpp0082090
FBgn0038003	CG3916	FBtr0082560	FBpp0082032
FBgn0011270	Pgam2	FBtr0082620	FBpp0082089
FBgn0038005	Cyp313a5	FBtr0082619	FBpp0082088
FBgn0038006	Cyp313a2	FBtr0308561	FBpp0300785
FBgn0038007	Cyp313a3	FBtr0082617	FBpp0082086
FBgn0038008	CG3942	FBtr0082561	FBpp0082033
FBgn0003651	svp	FBtr0082562	FBpp0082034
FBgn0264829	CG44037	FBtr0334691	FBpp0306748
FBgn0264830	CG44038	FBtr0334692	FBpp0306749
FBgn0038009	CG17738	FBtr0082565	FBpp0082037
FBgn0259975	Sfp87B	FBtr0300319	FBpp0289547
FBgn0038011	CG4066	FBtr0082566	FBpp0082038
FBgn0038012	CG10013	FBtr0082567	FBpp0082039
FBgn0266261	Sgsf	FBtr0343913	FBpp0310416
FBgn0038013	CG10038	FBtr0082614	FBpp0082084
FBgn0038014	CG10041	FBtr0473577	FBpp0423040
FBgn0038016	MBD-R2	FBtr0082611	FBpp0082081
FBgn0038017	CG4115	FBtr0082568	FBpp0082040
FBgn0038018	Tim17a1	FBtr0082610	FBpp0082080
FBgn0042206	GstD10	FBtr0082609	FBpp0082079
FBgn0038020	GstD9	FBtr0082608	FBpp0082078
FBgn0001149	GstD1	FBtr0082607	FBpp0082077
FBgn0010038	GstD2	FBtr0082569	FBpp0082041
FBgn0010039	GstD3	FBtr0082570	FBpp0082042
FBgn0010040	GstD4	FBtr0082571	FBpp0082043
FBgn0010041	GstD5	FBtr0082572	FBpp0082044
FBgn0010042	GstD6	FBtr0082573	FBpp0082045
FBgn0010043	GstD7	FBtr0082574	FBpp0082046
FBgn0010044	GstD8	FBtr0082575	FBpp0082047
FBgn0038028	CG10035	FBtr0344387	FBpp0310760
FBgn0038029	GstD11	FBtr0082576	FBpp0082048
FBgn0085431	Sol1	FBtr0112654	FBpp0111566
FBgn0053098	CG33098	FBtr0332161	FBpp0304470
FBgn0038032	CG10096	FBtr0347002	FBpp0312434
FBgn0038033	CG10097	FBtr0347004	FBpp0312436
FBgn0038034	Cyp9f3	FBtr0472646	FBpp0422628
FBgn0286075	DNAlig3	FBtr0082600	FBpp0082071
FBgn0038037	Cyp9f2	FBtr0082598	FBpp0082070
FBgn0038038	CG5167	FBtr0082583	FBpp0082055
FBgn0038039	CG5196	FBtr0082584	FBpp0082056
FBgn0000455	Dip-C	FBtr0344982	FBpp0311237
FBgn0082831	pps	FBtr0082586	FBpp0082058
FBgn0038042	Scgbeta	FBtr0082596	FBpp0082068
FBgn0038043	Mycbp	FBtr0082587	FBpp0082059
FBgn0004103	Pp1-87B	FBtr0082595	FBpp0082067
FBgn0038045	Nans	FBtr0082588	FBpp0082060
FBgn0038046	CG5641	FBtr0082594	FBpp0082066
FBgn0038047	CG5245	FBtr0082589	FBpp0082061
FBgn0086134	Prosalpha2	FBtr0082590	FBpp0082062
FBgn0029512	Aos1	FBtr0082593	FBpp0082065
FBgn0038049	Srlp	FBtr0082591	FBpp0082063
FBgn0043043	Desat2	FBtr0082592	FBpp0082064
FBgn0038051	CG17207	FBtr0082682	FBpp0082150
FBgn0286930	CG46427	FBtr0475192	FBpp0423291
FBgn0086687	Desat1	FBtr0082626	FBpp0082095
FBgn0286507	vrs	FBtr0082631	FBpp0082100
FBgn0038053	CG18549	FBtr0082632	FBpp0082101
FBgn0038054	CG5509	FBtr0082633	FBpp0082102
FBgn0038055	trus	FBtr0082634	FBpp0082103
FBgn0038056	CG5961	FBtr0303029	FBpp0292148
FBgn0038057	Polr3C	FBtr0303028	FBpp0292147
FBgn0038058	CG5608	FBtr0082680	FBpp0082148
FBgn0013277	Hsp70Ba	FBtr0082679	FBpp0082147
FBgn0051354	Hsp70Bbb	FBtr0082636	FBpp0082105
FBgn0013278	Hsp70Bb	FBtr0082637	FBpp0082106
FBgn0013279	Hsp70Bc	FBtr0082638	FBpp0082107
FBgn0250910	Octbeta3R	FBtr0290334	FBpp0288773
FBgn0028374	Hug	FBtr0082639	FBpp0082108
FBgn0038063	Octbeta2R	FBtr0347149	FBpp0312480
FBgn0005671	Vha55	FBtr0082670	FBpp0082139
FBgn0038065	Snx3	FBtr0082642	FBpp0082111
FBgn0260444	Not10	FBtr0445304	FBpp0401462
FBgn0042207	CG18530	FBtr0082644	FBpp0082113
FBgn0038067	CG11598	FBtr0110781	FBpp0110078
FBgn0038068	CG11600	FBtr0303840	FBpp0292848
FBgn0038069	CG11608	FBtr0303841	FBpp0292849
FBgn0038070	CG6753	FBtr0301150	FBpp0290373
FBgn0038071	Dtg	FBtr0082648	FBpp0082117
FBgn0038072	CG6225	FBtr0082649	FBpp0082118
FBgn0038073	CG14395	FBtr0310613	FBpp0302733
FBgn0038074	Gnmt	FBtr0082651	FBpp0082120
FBgn0263621	CG43630	FBtr0309980	FBpp0301700
FBgn0026207	mbo	FBtr0082668	FBpp0082137
FBgn0038076	Cyp313a4	FBtr0082667	FBpp0082136
FBgn0001296	kar	FBtr0082666	FBpp0082135
FBgn0005355	Su(fu)	FBtr0082665	FBpp0082134
FBgn0051347	CG31347	FBtr0082664	FBpp0082133
FBgn0011745	Arp1	FBtr0082652	FBpp0082121
FBgn0038078	CG14391	FBtr0082663	FBpp0082132
FBgn0038079	NijC	FBtr0113226	FBpp0112138
FBgn0016693	Past1	FBtr0082655	FBpp0082124
FBgn0038080	Tst1	FBtr0082656	FBpp0082125
FBgn0002905	PolQ	FBtr0082662	FBpp0082131
FBgn0002719	Men	FBtr0082660	FBpp0082129
FBgn0038082	Ugt37A2	FBtr0082657	FBpp0082126
FBgn0038083	Ugt37A3	FBtr0302379	FBpp0291574
FBgn0038084	beat-Vc	FBtr0473583	FBpp0423046
FBgn0051345	CG31345	FBtr0082689	FBpp0082157
FBgn0038087	beat-Va	FBtr0337093	FBpp0308009
FBgn0038088	CG10126	FBtr0082687	FBpp0082155
FBgn0038089	d-cup	FBtr0082683	FBpp0082151
FBgn0038090	CG10909	FBtr0082685	FBpp0082153
FBgn0038092	beat-Vb	FBtr0337087	FBpp0308006
FBgn0040493	grsm	FBtr0344095	FBpp0310520
FBgn0087021	Spc25	FBtr0082690	FBpp0082158
FBgn0038095	Cyp304a1	FBtr0082691	FBpp0082159
FBgn0038097	CG14384	FBtr0337088	FBpp0308007
FBgn0038098	CG7381	FBtr0301219	FBpp0290437
FBgn0038099	CG7091	FBtr0300278	FBpp0289506
FBgn0038100	Paip2	FBtr0082693	FBpp0082161
FBgn0051342	CG31342	FBtr0113403	FBpp0112315
FBgn0038102	CG14383	FBtr0082724	FBpp0082192
FBgn0041710	yellow-f	FBtr0082723	FBpp0082191
FBgn0038105	yellow-f2	FBtr0082722	FBpp0082190
FBgn0038106	CG7488	FBtr0082695	FBpp0082163
FBgn0038107	CG17327	FBtr0336813	FBpp0307782
